"ID" "CITY" "STATE" "ZIP" "Q050" "Q051" "Q052" "Q053" "Q054" "Q055" "Q056" "Q057" "Q058" "Q059" "Q060" "Q061" "Q062" "Q063" "Q064" "Q065" "Q066" "Q067" "Q068" "Q069" "Q070" "Q071" "Q072" "Q073" "Q074" "Q075" "Q076" "Q077" "Q078" "Q079" "Q080" "Q081" "Q082" "Q083" "Q084" "Q085" "Q086" "Q087" "Q088" "Q089" "Q090" "Q091" "Q092" "Q093" "Q094" "Q095" "Q096" "Q097" "Q098" "Q099" "Q100" "Q101" "Q102" "Q103" "Q104" "Q105" "Q106" "Q107" "Q109" "Q110" "Q111" "Q115" "Q117" "Q118" "Q119" "Q120" "Q121" "lat" "long"
25473 "Cleveland" "MS" "38732" 9 2 1 2 2 2 2 2 2 20 8 6 2 1 1 1 1 1 3 3 2 2 5 6 14 6 4 1 1 1 8 4 15 7 7 2 3 1 2 1 1 1 3 2 1 1 1 2 1 8 1 1 1 4 1 1 5 2 1 8 5 5 1 7 1 2 3 33.749149 -90.713296
25474 "coloradoSprings" "CO" "80909" 1 2 3 1 2 2 2 2 2 2 5 4 2 1 1 3 2 1 3 4 7 3 5 1 12 1 1 1 3 7 8 1 12 7 4 2 1 1 7 1 1 3 3 2 4 1 2 5 1 1 1 2 1 4 1 1 3 3 1 3 2 1 4 6 3 1 1 38.851493 -104.778564
25475 "madison" "WI" "53704" 4 2 1 2 2 2 2 2 3 20 9 7 2 1 1 3 2 1 7 4 3 3 1 6 1 3 1 1 3 1 8 1 2 5 4 2 2 1 4 2 1 2 3 2 3 1 4 5 3 1 4 2 1 3 1 1 1 2 1 6 3 1 1 6 2 2 1 43.121416 -89.349688
25476 "SanAntonio" "TX" "78218" 9 2 1 2 2 2 1 1 3 16 8 6 2 1 1 1 5 1 7 2 7 2 1 6 4 1 4 1 1 1 1 1 2 5 4 2 3 2 7 3 1 2 2 2 2 1 5 2 1 4 3 2 10 4 1 1 1 2 2 8 2 1 1 4 1 2 1 29.49428 -98.404314
25477 "NewYorkCity" "NY" "10024" 4 2 3 2 2 2 2 2 2 20 8 7 2 1 4 2 2 1 7 5 7 5 1 1 4 1 4 4 2 1 1 1 2 7 2 6 3 2 7 1 1 2 3 3 4 1 5 2 1 2 4 2 9 4 1 1 1 3 1 8 1 1 1 7 1 2 3 40.786387 -73.97709
25478 "Champaign" "IL" "61820" 7 2 3 2 2 2 2 2 3 20 8 1 2 1 1 3 5 1 6 3 7 5 1 1 1 1 1 4 3 1 8 1 2 7 4 6 3 3 1 3 3 1 3 2 4 6 3 5 5 1 4 2 3 3 6 10 8 5 1 8 2 1 3 6 1 1 2 40.114931 -88.243223
25480 "rural" "OK" "73542" 9 2 3 1 2 2 3 2 2 15 9 7 2 1 5 1 5 1 7 1 6 5 6 6 4 3 9 4 3 7 8 1 17 7 4 2 1 1 6 3 3 2 3 2 2 6 2 5 5 8 1 2 1 4 1 2 1 3 2 8 2 1 6 8 4 2 7 34.410061 -98.967016
25481 "Tucson" "AZ" "85737" 1 1 1 2 2 2 1 2 2 16 8 7 2 1 1 2 5 1 3 3 6 3 1 6 4 1 4 1 1 1 1 1 2 5 2 5 1 1 1 3 1 2 3 2 4 1 5 2 1 1 1 2 5 3 1 1 3 3 1 9 2 1 1 6 1 2 1 32.417144 -110.963547
25482 "Columbus" "OH" "43214" 7 2 2 2 2 2 1 2 3 1 3 7 2 1 3 1 1 1 3 3 7 5 1 1 4 3 1 1 3 9 8 1 17 7 4 2 2 1 7 1 1 2 3 2 4 6 5 2 1 1 3 2 3 3 1 2 1 3 1 8 2 1 1 6 1 1 3 40.053063 -83.01881
25483 "Minneapolis" "MN" "55429" 4 1 3 2 2 2 1 3 2 20 9 4 2 1 1 2 1 1 3 3 6 3 5 6 4 1 1 4 3 2 1 1 2 3 4 1 2 1 1 3 2 2 3 2 3 4 3 4 1 2 4 2 3 3 1 1 1 3 1 8 2 1 4 6 1 1 3 45.064714 -93.341551
25484 "Arcadia" "CA" "91007" 1 2 2 2 2 2 1 2 3 3 9 7 1 1 1 1 2 1 7 6 6 5 1 11 4 1 1 1 3 9 8 1 2 7 4 6 2 1 5 1 1 2 3 2 1 6 5 1 1 1 4 5 3 3 1 1 1 10 1 8 2 1 1 8 1 1 2 34.126957 -118.052167
25485 "Ocala" "FL" "32601" 9 2 1 2 2 2 1 2 2 20 9 4 2 1 1 1 1 1 3 3 7 5 1 6 4 1 4 1 3 9 7 1 7 7 4 6 3 2 7 3 1 2 3 2 2 1 4 1 3 2 1 5 10 4 1 1 3 3 1 8 2 1 1 5 1 2 2 29.653195 -82.3244
25486 "Collegeville" "PA" "19426" 1 1 1 2 2 2 1 1 2 19 8 4 2 1 3 3 2 1 7 6 7 5 1 1 10 1 4 1 3 5 1 1 17 7 7 5 2 1 4 3 3 2 3 2 3 1 5 1 1 3 4 2 3 4 1 1 1 5 1 3 8 1 1 7 1 6 6 40.185637 -75.448731
25487 "Roanoke" "VA" "24015" 9 2 2 3 2 2 3 1 2 2 9 7 10 1 5 1 1 1 7 5 7 5 5 6 4 3 4 1 3 1 3 3 17 1 4 6 3 1 6 1 4 2 3 2 4 6 7 5 1 8 5 5 11 3 1 5 3 3 1 8 2 1 1 7 1 2 1 37.258787 -79.97816
25488 "Winchester" "VA" "22601" 9 2 2 2 2 2 1 1 2 20 8 7 2 1 1 1 1 1 3 2 2 2 1 6 4 1 4 1 2 1 3 1 2 5 4 2 2 2 1 1 1 2 3 2 4 3 4 1 1 1 4 2 10 4 4 5 1 3 1 8 2 1 4 1 1 2 5 39.179076 -78.166533
25489 "PleasantHill" "CA" "94523" 9 2 2 2 2 2 1 1 2 20 8 7 2 1 1 1 1 1 3 2 2 2 1 6 4 1 4 1 2 1 3 1 2 5 4 2 2 2 1 1 1 2 3 2 4 3 4 1 1 1 4 2 10 4 4 5 1 3 1 8 2 1 4 1 1 2 5 37.951672 -122.073174
25491 "Independence" "KS" "67301" 9 2 2 2 2 2 1 1 2 20 8 7 2 1 1 1 1 1 3 2 2 2 1 6 4 1 4 1 2 1 3 1 2 5 4 2 2 2 1 1 1 2 3 2 4 3 4 1 1 1 4 2 10 4 4 5 1 3 1 8 2 1 4 1 1 2 5 37.216856 -95.728986
25492 "Curryville" "MO" "63339" 9 2 2 2 2 2 1 1 2 20 8 7 2 1 1 1 1 1 3 2 2 2 1 6 4 1 4 1 2 1 3 1 2 5 4 2 2 2 1 1 1 2 3 2 4 3 4 1 1 1 4 2 10 4 4 5 1 3 1 8 2 1 4 1 1 2 5 39.334216 -91.376845
25493 "Conway" "SC" "29526" 9 2 2 2 2 1 2 3 3 1 1 3 2 1 1 3 5 12 7 4 3 3 5 6 4 1 4 1 1 1 8 3 8 5 6 2 3 2 3 1 1 1 3 2 2 1 1 1 1 3 4 2 5 4 1 3 1 3 1 8 2 1 1 6 2 2 3 33.850218 -79.016926
25494 "FortBlackmore" "VA" "24250" 1 2 2 2 2 2 2 3 2 1 8 3 1 1 1 2 1 5 1 1 4 5 5 6 5 1 4 1 2 2 8 1 15 2 2 2 3 1 3 3 2 2 3 2 1 1 4 2 4 1 4 2 1 4 4 3 2 2 1 8 2 1 1 6 2 5 3 36.759614 -82.594735
25495 "Boston" "MA" "01821" 7 2 3 2 2 2 2 2 2 20 5 4 1 2 1 2 2 1 4 5 7 5 1 1 14 1 1 1 1 9 1 1 5 5 1 5 1 1 1 2 1 2 3 2 1 1 3 4 1 1 4 2 1 3 5 1 1 3 1 8 2 1 3 7 1 4 1 42.54805 -71.250547
25496 "Denver" "CO" "80207" 7 2 3 2 2 2 2 2 2 20 5 4 1 2 1 2 2 1 4 5 7 5 1 1 14 1 1 1 1 9 1 1 5 5 1 5 1 1 1 2 1 2 3 2 1 1 3 4 1 1 4 2 1 3 5 1 1 3 1 8 2 1 3 7 1 4 1 39.759386 -104.919457
25497 "enterprise" "MS" "39330" 9 2 1 1 2 2 1 3 3 16 8 4 2 1 1 1 1 1 1 3 3 3 1 6 4 6 1 1 1 10 3 1 15 1 6 2 2 1 7 1 1 3 2 2 1 1 1 2 1 1 1 2 1 4 1 3 2 9 1 8 3 1 1 4 1 2 3 32.170432 -88.838668
25498 "nashville" "TN" "37205" 9 2 1 1 1 3 1 2 2 20 8 4 2 1 1 1 5 12 7 2 7 5 1 6 4 1 4 1 3 1 8 1 8 5 6 6 3 2 4 1 3 2 1 2 2 1 6 1 2 4 5 3 1 4 1 3 1 3 1 8 2 4 1 7 3 2 6 36.113558 -86.862079
25499 "Medfield" "MA" "02052" 7 2 2 2 2 1 1 1 2 21 8 4 2 2 1 3 1 1 3 1 6 3 2 1 4 1 1 1 2 1 1 1 14 5 1 2 1 1 7 1 2 2 3 2 1 2 1 5 1 2 4 2 1 3 1 1 3 3 1 8 3 1 4 7 1 3 3 42.185571 -71.30476
25500 "Macomb" "MI" "48044" 4 1 1 2 2 2 2 2 3 20 5 4 2 1 1 3 2 1 7 3 3 2 1 3 4 1 1 1 2 5 8 1 2 5 4 5 1 1 7 1 2 2 3 2 1 6 5 6 2 2 5 2 1 3 1 2 1 3 1 6 2 2 1 4 1 2 6 42.650265 -82.934167
25501 "houston" "TX" "77063" 1 2 3 2 2 2 2 1 3 19 8 7 2 1 5 2 1 1 1 2 7 5 1 1 2 1 4 1 2 1 1 1 2 5 4 2 3 2 7 1 1 2 3 2 1 1 2 1 3 3 4 5 1 4 1 3 3 2 1 8 2 1 1 6 4 2 6 29.734379 -95.522694
25502 "cleveland" "OH" "44121" 7 2 2 2 2 2 2 2 2 20 3 7 2 1 1 1 1 1 7 4 3 3 1 1 13 1 1 1 2 1 8 1 12 1 7 1 1 1 1 3 1 2 3 2 3 1 3 2 1 2 4 3 1 4 1 2 3 3 1 3 2 1 1 6 1 1 1 41.526151 -81.533093
25503 "albuquerque" "NM" "87107" 4 2 2 2 2 2 1 2 2 20 8 4 2 1 1 1 5 1 3 3 2 2 1 6 4 1 1 1 1 1 8 1 11 5 3 2 3 1 1 1 1 2 3 2 4 5 4 5 1 3 4 2 1 4 2 2 1 3 1 8 5 1 1 7 1 2 1 35.134094 -106.640738
25505 "Memphis" "TN" "38111" 4 2 2 2 2 2 2 2 3 20 8 4 2 1 3 1 1 1 1 1 4 2 1 6 2 1 4 1 2 5 8 1 4 3 3 4 2 1 5 1 1 2 3 2 1 1 3 1 1 1 1 2 3 4 1 3 2 3 2 8 2 1 1 6 2 2 1 35.10935 -89.943635
25506 "FallsChurch" "VA" "22046" 9 2 2 2 2 2 2 2 1 1 7 7 5 1 3 3 1 1 3 3 3 2 1 11 4 2 1 1 1 1 1 2 17 1 1 1 1 1 5 2 1 2 3 1 3 1 3 5 1 2 1 2 1 4 4 1 1 3 1 8 2 1 4 8 1 2 1 38.886311 -77.180981
25507 "Tacoma" "WA" "98498" 4 2 3 2 2 2 1 3 3 20 5 4 2 1 1 2 5 1 3 3 2 2 6 6 3 1 1 1 3 2 8 1 17 5 2 4 3 1 1 1 2 2 3 2 3 1 4 2 1 3 4 2 1 3 4 2 1 6 1 8 2 1 4 6 3 2 1 47.16062 -122.558779
25508 "KansasCity" "MO" "64102" 4 2 3 2 2 2 2 2 3 21 9 4 2 1 11 2 1 1 3 3 2 2 1 6 1 1 1 1 1 7 8 1 2 7 4 1 1 1 7 3 1 2 3 2 1 4 5 5 1 1 4 5 1 3 6 1 1 6 1 9 3 1 4 6 1 6 1 39.093854 -94.60411
25509 "Wilmington" "DE" "19806" 7 2 2 2 2 2 2 2 13 21 8 4 2 1 1 3 1 1 3 3 6 5 1 1 4 1 4 1 1 1 8 1 2 1 6 5 3 3 7 1 1 2 3 2 4 1 5 5 1 6 5 3 3 4 1 1 1 9 1 3 2 1 1 7 1 2 1 39.758563 -75.564136
25510 "Brandon" "MS" "39042" 9 2 3 1 2 2 2 2 2 20 8 6 2 1 1 3 1 1 7 3 7 5 1 10 4 3 4 1 3 1 3 8 2 7 2 2 3 3 2 1 1 2 3 2 1 6 4 2 3 1 4 2 1 4 1 3 2 3 1 8 1 4 1 4 1 2 2 32.237742 -89.935149
25511 "LosAngeles" "CA" "90290" 9 1 2 2 2 2 2 2 3 19 7 7 2 1 1 2 2 1 3 3 7 5 2 7 3 1 1 1 3 2 1 1 2 7 2 2 1 1 1 3 1 2 3 2 3 6 2 2 3 3 4 3 3 4 1 1 1 3 1 8 2 1 4 6 1 2 4 34.101447 -118.599335
25512 "CoconutGrove" "FL" "33133" 1 2 3 2 2 2 2 2 2 3 7 2 1 1 1 2 5 1 3 3 2 2 5 1 1 1 4 1 2 1 1 1 2 7 4 5 1 3 1 1 1 1 3 2 2 1 2 2 1 2 4 2 3 4 1 1 7 3 1 8 2 1 1 6 1 1 1 25.730678 -80.244107
25513 "Seattle" "WA" "98101" 8 2 3 2 2 2 1 2 13 5 9 7 2 1 11 2 5 1 1 1 7 5 6 6 4 1 1 1 3 9 9 1 12 7 4 5 2 1 1 1 1 2 3 2 3 6 5 5 1 1 4 2 11 3 5 10 5 3 1 9 2 1 6 8 1 1 3 47.61067 -122.334387
25514 "Baltimore" "MD" "21207" 1 2 2 2 2 2 2 2 2 3 9 7 1 1 1 1 1 1 3 3 6 2 5 6 4 3 4 1 3 5 3 4 2 3 4 1 2 1 2 2 2 3 3 2 2 1 5 1 1 2 1 2 1 4 1 1 7 3 1 8 1 1 4 7 2 1 1 39.324406 -76.717604
25515 "BayCity" "MI" "48706" 4 2 3 2 2 2 1 2 4 20 9 1 2 1 1 3 7 1 7 4 3 3 1 6 3 1 9 1 2 1 8 1 8 3 4 2 3 2 4 3 4 2 3 2 3 6 3 2 1 2 1 5 10 3 1 2 1 10 1 1 3 1 1 8 1 2 1 43.607523 -83.916202
25516 "Pasadena" "CA" "91107" 4 2 3 2 2 2 2 2 3 2 9 4 2 1 1 3 5 1 3 3 6 2 1 6 1 1 1 1 3 9 8 1 16 7 4 2 1 2 1 3 1 2 3 2 4 6 3 1 3 1 4 2 9 3 1 1 1 3 4 8 2 1 1 8 1 2 1 34.151066 -118.089744
25518 "Washington" "DC" "20015" 1 2 3 2 2 2 2 2 2 1 8 3 1 1 1 3 2 1 7 2 7 5 3 1 3 1 7 1 3 1 8 1 3 1 4 1 2 2 1 1 1 2 3 2 1 3 3 5 1 6 4 2 1 3 4 1 7 10 1 8 2 1 3 7 1 5 1 38.96516 -77.067373
25519 "ApacheJunction" "AZ" "85219" 4 1 3 2 2 2 2 2 2 20 3 3 2 1 1 2 1 1 3 3 2 2 5 6 3 1 8 1 3 1 9 1 5 5 4 5 3 2 1 4 1 1 3 2 4 1 3 1 2 6 4 2 1 4 1 10 3 8 1 8 3 1 1 1 1 2 1 33.402969 -111.463379
25520 "Wacuadna" "IL" "62020" 4 1 3 2 2 2 1 2 3 20 8 2 2 1 1 2 5 1 7 4 3 3 1 11 4 1 1 1 1 9 1 1 17 7 6 5 3 2 5 3 1 2 3 2 4 6 5 2 3 1 4 3 1 3 1 1 1 2 1 8 2 2 1 6 1 2 6 NA NA
25521 "Huntington" "WV" "25545" 1 1 3 2 2 2 1 1 3 21 8 6 2 1 1 3 5 1 7 3 7 3 1 1 12 6 1 4 1 1 7 1 12 7 4 2 2 2 4 1 2 2 3 2 2 6 4 5 4 1 3 5 10 4 1 1 1 9 1 8 2 1 4 6 1 1 2 38.44068 -82.223116
25522 "FloralPark" "NY" "11001" 7 2 2 2 2 2 2 2 2 1 1 3 2 1 4 3 2 1 3 3 7 2 1 1 1 1 4 4 3 1 1 1 2 1 4 2 1 1 1 2 1 2 3 3 2 1 2 5 1 2 4 2 10 4 1 1 7 3 1 3 2 1 5 7 1 1 1 40.7232 -73.704751
25523 "Libertyville" "IL" "60048" 7 2 2 2 2 2 2 2 2 1 1 3 2 1 4 3 2 1 3 3 7 2 1 1 1 1 4 4 3 1 1 1 2 1 4 2 1 1 1 2 1 2 3 3 2 1 2 5 1 2 4 2 10 4 1 1 7 3 1 3 2 1 5 7 1 1 1 42.290922 -87.951695
25524 "smithtown" "NY" "11787" 7 2 2 2 2 2 2 2 2 1 1 3 2 1 4 3 2 1 3 3 7 2 1 1 1 1 4 4 3 1 1 1 2 1 4 2 1 1 1 2 1 2 3 3 2 1 2 5 1 2 4 2 10 4 1 1 7 3 1 3 2 1 5 7 1 1 1 40.853343 -73.20777
25526 "Chicago" "IL" "60634" 7 2 2 2 2 2 2 2 2 1 1 3 2 1 4 3 2 1 3 3 7 2 1 1 1 1 4 4 3 1 1 1 2 1 4 2 1 1 1 2 1 2 3 3 2 1 2 5 1 2 4 2 10 4 1 1 7 3 1 3 2 1 5 7 1 1 1 41.944454 -87.796548
25527 "bushnell" "FL" "33513" 1 2 3 1 2 3 1 3 2 14 5 6 2 1 1 1 1 5 7 6 7 5 5 6 4 6 4 1 2 4 3 1 1 7 7 2 2 2 2 2 2 2 3 2 4 4 1 5 1 6 1 2 2 4 1 3 5 3 1 8 1 4 1 6 3 1 6 28.663132 -82.140427
25528 "Marseilles" "IL" "61341" 7 2 1 2 1 2 1 2 3 3 1 6 2 1 1 1 5 1 7 4 7 3 1 6 13 8 1 1 1 1 8 1 3 7 2 2 2 2 7 3 1 2 3 2 1 5 1 5 1 2 1 2 1 4 1 2 1 3 2 8 2 2 3 7 2 2 1 41.336202 -88.697272
25529 "Sacramento" "CA" "95838" 4 2 3 2 2 2 1 1 2 20 8 6 2 1 1 3 5 1 7 6 6 3 1 1 1 1 1 1 3 9 8 1 17 1 2 2 3 1 7 5 4 3 3 2 6 6 5 1 1 1 4 2 10 4 6 3 1 3 2 8 2 1 5 7 4 1 4 38.641223 -121.441702
25531 "Zanesville" "OH" "43701" 4 2 3 2 2 2 1 2 2 20 8 4 2 1 1 3 5 1 3 3 6 2 1 6 3 1 4 1 3 7 8 1 16 5 3 5 3 2 7 3 1 1 3 2 3 6 4 1 1 6 3 2 1 3 1 2 3 3 1 8 2 1 5 6 3 2 6 39.949377 -82.004925
25532 "Zanesville" "OH" "43701" 7 2 1 2 1 1 1 3 2 3 1 3 2 1 1 3 2 1 1 1 7 5 5 2 1 1 7 1 2 9 3 1 3 5 2 2 2 1 4 3 3 3 3 2 2 1 5 1 3 3 1 2 1 3 1 10 3 3 1 9 2 1 1 8 3 2 3 39.949377 -82.004925
25533 "Miami" "FL" "33143" 7 2 1 2 1 1 1 3 2 3 1 3 2 1 1 3 2 1 1 1 7 5 5 2 1 1 7 1 2 9 3 1 3 5 2 2 2 1 4 3 3 3 3 2 2 1 5 1 3 3 1 2 1 3 1 10 3 3 1 9 2 1 1 8 3 2 3 25.702929 -80.296423
25534 "louisville" "KY" "40202" 1 2 2 2 2 2 1 1 3 3 8 3 2 1 1 3 2 1 3 3 2 2 1 6 3 3 4 1 3 1 8 1 3 1 4 2 3 3 7 1 1 2 3 2 1 1 4 1 1 2 1 3 1 4 1 1 3 2 1 8 2 1 1 6 2 1 2 38.252854 -85.751376
25535 "Schererville" "IN" "46375" 4 1 1 2 1 1 1 2 3 20 8 7 2 1 1 1 2 1 3 3 7 2 1 3 4 1 1 1 4 5 8 1 16 5 6 2 3 2 1 3 2 3 3 2 1 5 4 2 2 3 1 2 5 4 1 2 1 5 1 8 2 1 1 7 3 2 3 41.492085 -87.451908
25536 "Terry" "MT" "59349" 7 2 2 2 2 1 1 1 4 21 8 6 2 1 10 3 2 1 3 1 4 5 1 6 13 1 1 1 1 1 8 3 2 5 6 2 2 1 7 1 1 1 3 2 1 5 4 2 1 2 1 2 1 4 1 2 3 9 2 8 3 1 3 7 1 1 1 46.897901 -105.463391
25537 "Greeneville" "TN" "37743" 9 2 1 1 2 2 1 1 2 20 8 4 2 1 1 1 5 5 2 6 5 4 5 6 2 6 4 1 2 2 1 7 15 7 6 4 1 3 4 1 1 2 3 2 4 1 4 1 1 8 3 2 5 4 1 3 2 2 1 6 2 2 1 8 1 2 2 36.102325 -82.854465
25538 "Jacksonville" "FL" "33513" 9 2 1 1 2 2 1 1 2 20 8 4 2 1 1 1 5 5 2 6 5 4 5 6 2 6 4 1 2 2 1 7 15 7 6 4 1 3 4 1 1 2 3 2 4 1 4 1 1 8 3 2 5 4 1 3 2 2 1 6 2 2 1 8 1 2 2 28.663132 -82.140427
25539 "Middlesboro" "KY" "40965" 9 2 2 1 2 2 1 2 2 3 8 6 9 1 1 1 5 12 2 6 5 5 1 3 14 6 4 1 1 1 8 1 15 7 3 6 3 2 4 1 2 5 3 2 2 6 1 1 2 7 1 2 9 4 1 9 5 2 3 8 2 4 2 6 2 6 2 36.617181 -83.721869
25540 "SanAntonio" "TX" "78247" 9 1 3 1 2 2 2 1 3 20 8 7 2 1 1 3 8 1 7 5 7 5 1 6 2 1 4 1 3 1 8 1 2 5 3 5 3 1 4 1 2 2 3 2 3 6 3 1 3 3 4 2 1 4 1 3 3 3 2 8 5 1 1 6 1 2 4 29.581304 -98.408897
25541 "Moorcroft" "WY" "82721" 4 2 1 2 2 3 1 1 3 3 8 4 2 1 1 1 5 1 3 3 3 3 1 1 12 1 1 1 1 1 1 1 8 5 2 4 1 1 1 1 2 2 3 2 1 1 3 1 3 2 4 2 1 3 1 1 1 2 1 8 3 1 1 6 1 1 2 44.453553 -104.923341
25542 "kenilworth" "IL" "62020" 4 2 2 2 2 2 2 2 3 2 8 6 1 1 1 2 7 1 4 3 7 3 5 1 11 1 1 1 1 8 8 1 16 1 2 2 2 2 7 3 2 2 3 2 3 1 3 5 1 1 4 2 1 3 2 1 3 2 1 8 2 1 3 6 1 1 1 NA NA
25543 "Darien" "CT" "06820" 4 2 2 2 2 2 2 2 3 3 8 4 1 1 1 1 2 1 3 3 6 3 1 1 12 1 1 1 2 10 1 1 6 1 4 5 1 1 7 1 1 2 3 2 4 1 5 1 1 2 4 2 1 3 1 1 3 2 1 8 2 1 3 7 1 2 1 41.075663 -73.482945
25544 "westlake" "OH" "44145" 7 2 2 2 2 2 2 3 3 2 3 7 2 1 1 1 2 1 7 3 6 3 5 6 3 1 4 1 1 2 8 3 2 7 3 2 1 1 5 3 2 2 3 2 1 6 6 2 1 1 1 2 1 3 6 2 5 2 1 6 3 1 1 6 1 5 1 41.454439 -81.928657
25545 "Chicago" "IL" "60602" 7 2 2 2 2 2 2 2 4 1 8 4 2 1 1 1 1 1 3 3 2 3 1 1 4 1 1 1 3 1 8 1 16 1 2 6 3 1 3 3 1 2 3 2 1 5 1 2 1 1 1 2 1 4 1 1 5 3 1 8 1 1 1 7 1 1 1 41.882937 -87.628746
25546 "Monmouth" "IL" "61462" 7 2 2 2 2 2 2 2 3 2 8 4 2 1 1 1 2 1 7 4 7 3 1 1 1 1 1 4 1 1 1 1 5 1 3 6 1 1 1 1 1 2 3 2 3 6 1 5 1 3 4 2 3 4 1 1 1 3 1 8 2 1 1 7 3 2 1 40.918849 -90.644665
25547 "Chillicothe" "OH" "45601" 1 2 2 1 2 2 3 2 2 3 9 6 1 1 1 1 7 1 3 6 6 5 5 3 13 3 4 4 2 2 8 1 12 7 4 2 2 3 7 1 1 4 3 2 2 6 1 1 1 6 1 2 10 4 1 2 3 3 2 2 2 1 1 8 2 5 1 39.33046 -82.972283
25548 "Houston" "TX" "77502" 1 2 2 1 2 2 3 2 2 3 9 6 1 1 1 1 7 1 3 6 6 5 5 3 13 3 4 4 2 2 8 1 12 7 4 2 2 3 7 1 1 4 3 2 2 6 1 1 1 6 1 2 10 4 1 2 3 3 2 2 2 1 1 8 2 5 1 29.680079 -95.199663
25549 "Canton" "KS" "67601" 4 1 1 2 2 3 1 1 3 1 8 7 1 1 1 3 1 1 3 3 6 2 1 1 4 1 4 1 3 1 8 1 2 7 2 2 3 1 1 1 2 2 3 2 1 6 1 1 1 1 4 2 5 3 1 2 1 3 1 8 2 1 1 6 2 2 1 38.881082 -99.325596
25550 "ClayCenter" "KS" "67432" 4 1 1 2 2 3 1 1 3 1 8 7 1 1 1 3 1 1 3 3 6 2 1 1 4 1 4 1 3 1 8 1 2 7 2 2 3 1 1 1 2 2 3 2 1 6 1 1 1 1 4 2 5 3 1 2 1 3 1 8 2 1 1 6 2 2 1 39.341513 -97.155208
25551 "lnsing" "IL" "60438" 1 2 2 2 2 1 1 1 3 2 8 4 2 1 1 1 1 1 3 1 2 5 5 1 1 1 4 1 2 2 8 1 12 7 4 4 1 1 1 1 2 1 1 2 2 6 4 2 1 2 4 2 10 3 2 2 5 4 1 2 2 2 1 6 2 1 1 41.565685 -87.548191
25552 "Fargo" "ND" "58201" 7 1 1 2 2 2 1 1 3 2 8 1 2 1 1 1 2 1 3 3 6 3 1 6 12 1 1 1 3 1 8 1 2 7 4 1 1 1 1 3 2 2 3 2 1 1 5 5 1 2 4 2 1 4 1 2 3 5 1 8 3 1 1 7 1 1 5 47.899217 -97.058964
25553 "St.Louis" "MO" "63141" 7 1 3 2 2 2 2 2 2 20 8 6 2 1 1 2 1 1 2 2 2 3 1 6 12 1 1 1 2 1 1 1 2 1 2 1 2 1 4 2 1 2 3 2 1 1 5 2 1 1 4 3 1 3 1 1 1 3 1 8 2 1 4 8 1 2 3 38.662302 -90.453634
25554 "Bettendorf" "IA" "52722" 4 2 2 1 2 2 2 2 3 16 7 4 2 1 1 1 5 1 7 2 4 3 5 6 3 3 4 1 1 1 1 1 2 3 4 6 2 2 1 1 1 2 3 2 1 1 4 2 1 1 4 2 1 4 1 2 1 3 1 8 2 1 1 6 1 1 1 41.551883 -90.489751
25555 "Milwaukee" "WI" "53208" 4 2 2 2 2 2 2 1 3 20 8 1 1 1 1 3 7 1 7 4 3 3 5 6 13 3 1 4 1 7 8 3 12 7 4 2 1 3 1 3 1 1 3 2 1 6 3 5 1 1 1 2 1 1 1 1 1 3 1 8 3 1 4 7 1 5 3 43.047863 -87.966185
25556 "Midland" "MI" "48642" 4 1 1 1 2 2 2 2 4 20 8 1 2 1 1 3 2 1 7 3 7 2 1 6 1 1 1 1 3 5 8 1 8 5 2 6 3 1 4 3 1 2 1 2 3 5 4 5 2 2 4 2 5 4 1 2 1 3 1 1 3 1 1 7 1 2 1 43.652404 -84.216718
25557 "Greenfield" "IN" "46140" 4 1 1 1 2 2 2 2 4 20 8 1 2 1 1 3 2 1 7 3 7 2 1 6 1 1 1 1 3 5 8 1 8 5 2 6 3 1 4 3 1 2 1 2 3 5 4 5 2 2 4 2 5 4 1 2 1 3 1 1 3 1 1 7 1 2 1 39.799143 -85.78446
25558 "Wolcott" "CT" "06716" 4 1 1 1 2 2 2 2 4 20 8 1 2 1 1 3 2 1 7 3 7 2 1 6 1 1 1 1 3 5 8 1 8 5 2 6 3 1 4 3 1 2 1 2 3 5 4 5 2 2 4 2 5 4 1 2 1 3 1 1 3 1 1 7 1 2 1 41.594785 -72.978894
25559 "VirginiaBeach" "VA" "23456" 1 1 3 1 1 2 1 1 7 20 8 3 2 1 1 1 7 1 7 3 2 2 1 6 4 1 4 1 2 1 1 1 8 5 6 2 2 1 5 1 3 2 1 2 2 6 3 1 2 3 4 3 7 4 1 2 3 3 2 8 2 2 6 1 1 2 2 36.762459 -76.061393
25560 "CapeGirardeau" "MO" "63701" 4 2 2 2 2 2 2 2 2 2 5 4 2 1 1 3 1 1 3 3 3 3 1 3 3 1 1 1 1 2 1 1 2 5 2 5 1 1 1 1 1 2 3 2 1 6 4 2 1 1 4 2 3 3 1 2 1 2 1 6 3 1 1 6 1 2 1 37.32564 -89.565904
25562 "Gardena" "CA" "90247" 8 2 2 2 2 2 2 1 2 20 9 4 7 1 11 2 5 1 2 1 2 2 5 6 1 1 1 1 4 9 8 1 14 7 4 6 3 1 1 1 2 2 3 2 2 6 6 5 1 1 4 5 11 4 1 1 1 3 1 8 2 1 5 8 1 1 2 33.891265 -118.297505
